filename,test_id,test_name,final_tpm,final_nopm,num_timesteps,tpm_values
pg_vu50_wh20_mc500_sb2GB_wb64_run1.log,4,Max CPU,346923,150061,31,"[0, 167490, 368658, 369126, 409854, 437898, 388506, 388506, 495114, 502272, 273768, 173106, 261858, 481236, 360762, 336474, 332256, 408234, 333984, 373182, 287286, 424158, 378060, 265476, 241494, 302274, 405888, 279600, 374760, 290520, 376080]"
pg_vu50_wh20_mc500_sb2GB_wb64_run3.log,4,Max CPU,149120,64333,31,"[0, 153438, 372294, 305796, 322998, 311226, 222084, 270540, 362892, 356544, 290370, 222858, 459714, 246210, 168858, 225138, 248334, 250032, 194706, 207726, 170886, 108192, 95292, 100032, 95586, 99426, 95928, 99306, 90630, 99774, 88542]"
pg_vu50_wh20_mc500_sb2GB_wb64_run2.log,4,Max CPU,329700,143346,31,"[0, 165876, 350742, 289278, 429180, 452862, 316542, 394740, 256746, 410016, 343410, 415488, 321546, 417090, 460074, 340902, 347244, 249480, 351810, 361974, 288624, 311862, 370560, 331188, 382824, 444312, 215844, 285768, 285948, 295260, 217014]"
pg_vu50_wh20_mc500_sb2GB_wb64_run5.log,4,Max CPU,145716,63098,32,"[0, 132684, 201870, 240078, 232428, 238086, 238908, 219540, 258588, 224274, 217764, 244764, 190488, 180834, 221502, 176934, 102612, 99222, 106470, 111432, 110202, 105678, 111522, 121116, 170364, 159966, 157566, 182430, 167532, 158544, 180132, 129006]"
pg_vu50_wh20_mc500_sb2GB_wb64_run4.log,4,Max CPU,198004,86158,32,"[0, 133224, 216240, 210972, 432168, 220074, 281442, 296946, 295752, 241368, 264120, 208866, 214788, 222990, 199344, 183066, 189186, 185280, 221388, 203004, 221292, 194370, 229812, 232182, 163638, 170160, 223494, 173064, 193086, 183984, 180096, 153336]"
pg_vu5_wh5_mc100_sb256MB_wb8_run1.log,1,Small,166824,72398,31,"[0, 148950, 193260, 177672, 194274, 188766, 156030, 188430, 174276, 168642, 188490, 176856, 152016, 179706, 166602, 185208, 201654, 204888, 159180, 100326, 112368, 104292, 121920, 191052, 186264, 192774, 187614, 184548, 174798, 179184, 166974]"
pg_vu5_wh5_mc100_sb256MB_wb8_run2.log,1,Small,153461,66403,31,"[0, 147696, 182940, 195276, 161994, 160170, 136302, 110130, 112452, 134166, 143166, 170058, 163992, 178188, 183072, 168504, 168558, 163260, 141576, 164616, 169488, 135990, 146658, 135816, 132702, 183540, 169614, 133392, 160560, 104778, 122016]"
pg_vu5_wh5_mc100_sb256MB_wb8_run3.log,1,Small,78167,33991,31,"[0, 128988, 167790, 166578, 173256, 145572, 160530, 153606, 135408, 160872, 163380, 79314, 83700, 86808, 83064, 85176, 83880, 73920, 78714, 73776, 73890, 80856, 82698, 74622, 83802, 83526, 69582, 81546, 71490, 72078, 70566]"
pg_vu5_wh5_mc100_sb256MB_wb8_run4.log,1,Small,80261,34801,31,"[0, 63474, 86712, 69582, 73998, 90030, 80988, 74094, 79878, 77790, 81108, 78534, 85062, 82974, 82578, 81468, 88212, 88062, 83172, 80676, 81984, 85944, 81870, 86784, 83808, 90204, 81144, 75216, 69258, 58206, 63642]"
pg_vu5_wh5_mc100_sb256MB_wb8_run5.log,1,Small,75945,32828,31,"[0, 65946, 86736, 84654, 78762, 82920, 83706, 84954, 80106, 83676, 86316, 80376, 83370, 87498, 78918, 77130, 80934, 73308, 72210, 71922, 70470, 73296, 78924, 67620, 73932, 81882, 73602, 81822, 74226, 72372, 80052]"
pg_vu10_wh10_mc200_sb512MB_wb16_run4.log,2,Medium,107140,46417,31,"[0, 120660, 113568, 110742, 149100, 183756, 237450, 197790, 194430, 180708, 153648, 98166, 102732, 100314, 111960, 93900, 111318, 110082, 106050, 115392, 110274, 100656, 107106, 113622, 105912, 110406, 112836, 106218, 107694, 111144, 93474]"
pg_vu10_wh10_mc200_sb2GB_wb64_run1.log,6,Memory,228533,99214,31,"[0, 237402, 350454, 301716, 260868, 285810, 262350, 262290, 263154, 326214, 320850, 290886, 228132, 231072, 194898, 271860, 231336, 253092, 261792, 332934, 260712, 160458, 201318, 168672, 279810, 225162, 144324, 227304, 217818, 210696, 246258]"
pg_vu10_wh10_mc200_sb512MB_wb16_run5.log,2,Medium,81822,35583,31,"[0, 58116, 82656, 86994, 79800, 83868, 89448, 88176, 80406, 89418, 92490, 82548, 87750, 84426, 90408, 79560, 74796, 82974, 80028, 79200, 82440, 61650, 81696, 90054, 92148, 84078, 85314, 83394, 81312, 85638, 78258]"
pg_vu20_wh20_mc500_sb1GB_wb32_run1.log,3,Large,228354,99169,31,"[0, 218424, 161664, 153234, 135570, 273084, 244956, 212724, 212598, 194388, 172134, 222618, 221604, 210516, 224898, 210210, 195096, 169854, 214950, 242202, 238518, 252414, 242172, 252618, 263388, 213270, 226176, 252594, 240108, 217230, 238680]"
pg_vu20_wh20_mc500_sb1GB_wb32_run3.log,3,Large,230268,99528,31,"[0, 91308, 242388, 199734, 214524, 195438, 172662, 224010, 192852, 294414, 287208, 118266, 246642, 230418, 290196, 187434, 266538, 249192, 205788, 285666, 220926, 213096, 247764, 271716, 121122, 170088, 280464, 284466, 250788, 114684, 234504]"
pg_vu5_wh20_mc100_sb128MB_wb8_run5.log,7,Latency,117316,50800,31,"[0, 82596, 66354, 113856, 138264, 90462, 87294, 96300, 62934, 101016, 79650, 99342, 100116, 150828, 136194, 111870, 96222, 150270, 98994, 118404, 119508, 108468, 121224, 146406, 99126, 117390, 55188, 136752, 95202, 156966, 96492]"
pg_vu10_wh10_mc200_sb2GB_wb64_run2.log,6,Memory,203581,88853,31,"[0, 149052, 183516, 147996, 143634, 183276, 267954, 187128, 174840, 180840, 180858, 132486, 266802, 197808, 178788, 193902, 172626, 257160, 240588, 161400, 196596, 195468, 216972, 200706, 156072, 181548, 229662, 237294, 249084, 229452, 199908]"
pg_vu10_wh10_mc200_sb2GB_wb64_run3.log,6,Memory,177956,77579,31,"[0, 195858, 289206, 229266, 185466, 130932, 178590, 209778, 286566, 196950, 175602, 186186, 172446, 144558, 249036, 196446, 148860, 166170, 197592, 282960, 163650, 187410, 108042, 77496, 177540, 179532, 251928, 171678, 162456, 159546, 193686]"
pg_vu5_wh20_mc100_sb128MB_wb8_run4.log,7,Latency,118527,51752,30,"[0, 115152, 167592, 174066, 102918, 114510, 126468, 104928, 98970, 117744, 101940, 78558, 89418, 162174, 85170, 119682, 110946, 94326, 126504, 134430, 88578, 133476, 101430, 125166, 128664, 128118, 140760, 95334, 103680, 148992]"
pg_vu20_wh20_mc500_sb1GB_wb32_run2.log,3,Large,221354,95873,31,"[0, 114984, 213444, 224010, 161190, 173532, 218646, 242874, 159282, 123864, 167238, 218850, 342300, 198438, 190158, 223272, 260454, 188484, 171750, 242526, 253656, 187188, 160872, 199728, 232524, 311028, 193146, 203346, 220656, 256308, 272190]"
pg_vu10_wh10_mc200_sb512MB_wb16_run2.log,2,Medium,181286,78447,31,"[0, 140838, 186528, 199338, 194748, 182562, 199422, 194064, 196392, 188256, 184890, 193824, 186870, 178350, 174990, 176622, 155742, 192906, 203274, 198984, 164424, 212994, 170490, 108984, 120312, 198444, 210870, 198600, 252438, 160944, 174990]"
pg_vu5_wh20_mc100_sb128MB_wb8_run1.log,7,Latency,123916,53916,31,"[0, 165330, 168996, 141252, 134286, 179292, 129462, 176070, 159384, 185298, 159888, 161220, 135708, 154008, 159414, 81642, 116508, 139776, 68718, 163134, 117822, 100548, 69414, 152724, 140520, 115830, 143196, 126732, 109062, 128442, 151104]"
pg_vu10_wh10_mc200_sb512MB_wb16_run3.log,2,Medium,191399,83296,31,"[0, 190842, 285594, 240060, 167160, 191688, 190476, 227940, 202008, 252804, 244632, 204456, 179400, 223296, 195468, 156366, 193176, 199956, 149982, 176190, 203370, 172452, 156408, 192660, 155946, 169926, 229374, 253518, 251832, 180606, 199812]"
pg_vu20_wh20_mc500_sb1GB_wb32_run5.log,3,Large,182234,79055,31,"[0, 139824, 287568, 230694, 210318, 130338, 290298, 286278, 292344, 221850, 167598, 211938, 230118, 252420, 264504, 225846, 235830, 190782, 95142, 89352, 97110, 82482, 76206, 238674, 201534, 239478, 269106, 204288, 184908, 165618, 154434]"
pg_vu10_wh10_mc200_sb512MB_wb16_run1.log,2,Medium,203466,88483,31,"[0, 203268, 265110, 234870, 231780, 181704, 212244, 237120, 227616, 205674, 249906, 215946, 217410, 252738, 250170, 172464, 226080, 224016, 199260, 162684, 137952, 193110, 228144, 211788, 185310, 206034, 203874, 208416, 217542, 193200, 202590]"
pg_vu10_wh10_mc200_sb2GB_wb64_run4.log,6,Memory,132793,57640,31,"[0, 100020, 151296, 145554, 143106, 107052, 111828, 109614, 150066, 122520, 115656, 135684, 120462, 139416, 129984, 118830, 136008, 131778, 114156, 145452, 147222, 121218, 117240, 144744, 124194, 127344, 148560, 107106, 142836, 154416, 150012]"
pg_vu5_wh20_mc100_sb128MB_wb8_run3.log,7,Latency,131909,57641,31,"[0, 148542, 190818, 139872, 171318, 160212, 140328, 125334, 89340, 137580, 145914, 108954, 103836, 115260, 100470, 173640, 176460, 115992, 114018, 105798, 122490, 111072, 174282, 169218, 115554, 104706, 107760, 182844, 187128, 116058, 105090]"
pg_vu5_wh20_mc100_sb128MB_wb8_run2.log,7,Latency,137504,59680,31,"[0, 148890, 124350, 110574, 128814, 166260, 161388, 117384, 139176, 106800, 60696, 128928, 132384, 114780, 171546, 148740, 72840, 131412, 171438, 109548, 103092, 97464, 115224, 134166, 130656, 166734, 194820, 162090, 121500, 179334, 158418]"
pg_vu10_wh10_mc200_sb2GB_wb64_run5.log,6,Memory,79611,34587,31,"[0, 51810, 72588, 76830, 81714, 80604, 83070, 78570, 90678, 77712, 90048, 87318, 88074, 73512, 87264, 78552, 71466, 78162, 80934, 77370, 74214, 88620, 81750, 87528, 74454, 90108, 79644, 80880, 76566, 71670, 79266]"
pg_vu20_wh20_mc500_sb1GB_wb32_run4.log,3,Large,163263,71090,32,"[0, 106170, 214224, 191940, 97548, 184344, 188508, 224070, 164718, 156258, 165024, 267504, 254214, 128334, 251802, 211458, 222132, 186372, 146850, 172848, 201150, 214848, 207240, 141924, 170262, 192942, 150042, 154956, 72000, 57036, 57444, 45708]"
